  30
    1    30 Bus 30    33 3   -0.0121    0.0000   0.0000   0.0000   1.1000   0.0000
    2    25 Bus 25    33 2   -0.0030    0.0000   0.0000   0.0000   1.1000  -0.0030
    3    26 Bus 26    33 2   -0.0017    0.0000   0.0000   0.0000   1.1000  -0.0031
    4    27 Cloverdle 33 2   -0.0025    0.0000   0.0000   0.0000   1.1000  -0.0025
    5    28 Cloverdle132 2   -0.0040    0.0000   0.0000   0.0000   1.1000  -0.0010
    6    29 Bus 29    33 2   -0.0060    0.0000   0.0000   0.0000   1.1000  -0.0007
    7     1 Glen Lyn 132 1    2.6017   -0.1611   0.0000   0.0000   1.0800  -0.0052
    8     2 Claytor  132 1    0.4991    1.3198   0.0000   0.0000   1.0780  -0.0056
    9     3 Kumis    132 1   -0.0004   -0.0001   0.0000   0.0000   1.0730  -0.0059
   10     4 Hancock  132 1   -0.0004   -0.0001   0.0000   0.0000   1.0720  -0.0065
   11     5 Fieldale 132 1   -0.0004    0.3699   0.0000   0.0000   1.0710  -0.0056
   12     6 Roanoke  132 1   -0.0004   -0.0001   0.0000   0.0000   1.0680  -0.0064
   13     7 Blaine   132 1   -0.0002   -0.0001   0.0000   0.0000   1.0810  -0.0053
   14     8 Reusens  132 1   -0.0010    0.3727   0.0000   0.0000   1.0810  -0.0054
   15     9 Roanoke  1.0 1   -0.0003   -0.0001   0.0000   0.0000   1.0810  -0.0052
   16    10 Roanoke   33 1   -0.0006   -0.0002   0.0000   0.1900   1.0820  -0.0047
   17    11 Roanoke   11 1   -0.0011    0.1617   0.0000   0.0000   1.0870  -0.0040
   18    12 Hancock   33 1   -0.0006   -0.0002   0.0000   0.0000   1.0830  -0.0046
   19    13 Hancock   11 1   -0.0011    0.1057   0.0000   0.0000   1.0660  -0.0067
   20    14 Bus 14    33 1   -0.0002   -0.0001   0.0000   0.0000   1.0830  -0.0048
   21    15 Bus 15    33 1   -0.0009   -0.0002   0.0000   0.0000   1.0830  -0.0049
   22    16 Bus 16    33 1   -0.0003   -0.0001   0.0000   0.0000   1.0840  -0.0045
   23    17 Bus 17    33 1   -0.0030   -0.0008   0.0000   0.0000   1.0870  -0.0041
   24    18 Bus 18    33 1   -0.0004   -0.0001   0.0000   0.0000   1.0910  -0.0030
   25    19 Bus 19    33 1   -0.0018   -0.0005   0.0000   0.0000   1.0810  -0.0052
   26    20 Bus 20    33 1   -0.0023   -0.0006   0.0000   0.0000   1.0940  -0.0022
   27    21 Bus 21    33 1   -0.0082   -0.0021   0.0000   0.0000   1.0930  -0.0027
   28    22 Bus 22    33 1   -0.0004   -0.0001   0.0000   0.0000   1.0810  -0.0052
   29    23 Bus 23    33 1   -0.0007   -0.0002   0.0000   0.0000   1.0910  -0.0023
   30    24 Bus 24    33 1   -0.0024   -0.0006   0.0000   0.0430   1.0910  -0.0021
-999
  41
    7     8 0   0.000000   0.270000     0  0.0000  0.0000 0.0000
    7    16 0   0.000000   0.202000     0  0.0000  0.0000 0.0000
    8     9 0   0.000000   0.329200     0  0.0000  0.0000 0.0000
    8    28 0   0.000000   0.179000     0  0.0000  0.0000 0.0000
    9    10 0   0.000000   0.380000     0  0.0000  0.0000 0.0000
    9    11 0   0.000000   0.208700     0  0.0000  0.0000 0.0000
   11    12 0   0.000000   0.415300     0  0.0000  0.0000 0.0000
   11    19 0   0.000000   0.602700     0  0.0000  0.0000 0.0000
   11    24 0   0.000000   0.396000     0  0.0000  0.0000 0.0000
   12    19 0   0.000000   0.453300     0  0.0000  0.0000 0.0000
   13    14 1   0.000000   0.068000     0  0.0000  0.0000 0.0000
   13    20 1   0.000000   0.209000     0  0.0000  0.0000 0.0000
   14    15 0   0.000000   0.129200     0  0.0000  0.0000 0.0000
   15    16 0   0.000000   0.218500     0  0.0000  0.0000 0.0000
   16    17 1   0.000000   0.130400     0  0.0000  0.0000 0.0000
   16    18 0   0.000000   0.199700     0  0.0000  0.0000 0.0000
   17    18 0   0.000000   0.255900     0  0.0000  0.0000 0.0000
   17    22 0   0.000000   0.198700     0  0.0000  0.0000 0.0000
   17    29 0   0.000000   0.256000     0  0.0000  0.0000 0.0000
   17     2 0   0.000000   0.140000     0  0.0000  0.0000 0.0000
   20    21 0   0.000000   0.084500     0  0.0000  0.0000 0.0000
   20    23 0   0.000000   0.110000     0  0.0000  0.0000 0.0000
   20    25 0   0.000000   0.074900     0  0.0000  0.0000 0.0000
   20    27 0   0.000000   0.556000     0  0.0000  0.0000 0.0000
   20    28 0   0.000000   0.149900     0  0.0000  0.0000 0.0000
   21    22 0   0.000000   0.193200     0  0.0000  0.0000 0.0000
   23    27 0   0.000000   0.208000     0  0.0000  0.0000 0.0000
   23     3 0   0.000000   0.208000     0  0.0000  0.0000 0.0000
   24    27 0   0.000000   0.059900     0  0.0000  0.0000 0.0000
   24     4 0   0.000000   0.200000     0  0.0000  0.0000 0.0000
   25    28 0   0.000000   0.023600     0  0.0000  0.0000 0.0000
   26    27 0   0.000000   0.082000     0  0.0000  0.0000 0.0000
   26     5 0   0.000000   0.116000     0  0.0000  0.0000 0.0000
   27    29 0   0.000000   0.041400     0  0.0000  0.0000 0.0000
   27     4 0   0.000000   0.042000     0  0.0000  0.0000 0.0000
   27     6 1   0.000000   0.176300     0  0.0000  0.0000 0.0000
   29    30 0   0.219800   0.037900     0  0.0000  0.0000 0.0000
   29     6 0   0.320200   0.173100     0  0.0000  0.0000 0.0000
   30     1 0   0.239900   0.185200     0  0.0000  0.0000 0.0000
    5     6 0   0.063600   0.198300     0  0.0000  0.0000 0.0000
    6     1 0   0.016900   0.057500     0  0.0000  0.0000 0.0000
-999
