 10/13/95 UW ARCHIVE           100.0  1961 W IEEE 30 Bus Test Case
BUS DATA FOLLOWS                            30 ITEMS
   1 Glen Lyn 132  1  1  1 1.080 -0.298     0.03     0.01    260.2   -16.1   132.0  1.060     0.0     0.0   0.0    0.0        0
   2 Claytor  132  1  1  1 1.078 -0.318     0.09     0.02     50.0   132.0   1.045   50.0   -40.0     0.0   0.0    0.0        0 
   3 Kumis    132  1  1  1 1.073 -0.340     0.04     0.01      0.0     0.0   132.0  0.0       0.0     0.0   0.0    0.0        0
   4 Hancock  132  1  1  1 1.072 -0.370     0.04     0.01      0.0     0.0   132.0  0.0       0.0     0.0   0.0    0.0        0
   5 Fieldale 132  1  1  1 1.071 -0.322     0.04     0.01      0.0    37.0   132.0  1.010    40.0   -40.0   0.0    0.0        0
   6 Roanoke  132  1  1  1 1.068 -0.369     0.04     0.01      0.0     0.0   132.0  0.0       0.0     0.0   0.0    0.0        0
   7 Blaine   132  1  1  1 1.081 -0.303     0.02     0.01      0.0     0.0   132.0  0.0       0.0     0.0   0.0    0.0        0
   8 Reusens  132  1  1  1 1.081 -0.307     0.10     0.03      0.0    37.3   132.0  1.010    40.0   -10.0   0.0    0.0        0
   9 Roanoke  1.0  1  1  1 1.081 -0.300     0.03     0.01      0.0     0.0     1.0  0.0       0.0     0.0   0.0    0.0        0
  10 Roanoke   33  1  1  1 1.082 -0.270     0.06     0.02      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.19       0
  11 Roanoke   11  1  1  1 1.087 -0.227     0.11     0.03      0.0    16.2    11.0  1.082    24.0    -6.0   0.0    0.0        0
  12 Hancock   33  1  1  1 1.083 -0.262     0.06     0.02      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  13 Hancock   11  1  1  1 1.066 -0.385     0.11     0.03      0.0    10.6    11.0  1.071    24.0    -6.0   0.0    0.0        0
  14 Bus 14    33  1  1  1 1.083 -0.277     0.02     0.01      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  15 Bus 15    33  1  1  1 1.083 -0.279     0.09     0.02      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  16 Bus 16    33  1  1  1 1.084 -0.260     0.03     0.01      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  17 Bus 17    33  1  1  1 1.087 -0.236     0.30     0.08      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  18 Bus 18    33  1  1  1 1.091 -0.172     0.04     0.01      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  19 Bus 19    33  1  1  1 1.081 -0.296     0.18     0.05      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  20 Bus 20    33  1  1  1 1.094 -0.126     0.23     0.06      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  21 Bus 21    33  1  1  1 1.093 -0.153     0.82     0.21      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  22 Bus 22    33  1  1  1 1.081 -0.297     0.04     0.01      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  23 Bus 23    33  1  1  1 1.091 -0.134     0.07     0.02      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  24 Bus 24    33  1  1  1 1.091 -0.119     0.24     0.06      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.043      0
  25 Bus 25    33  1  1  2 1.100 -0.173     0.30     0.00      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  26 Bus 26    33  1  1  2 1.100 -0.180     0.17     0.00      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  27 Cloverdle 33  1  1  2 1.100 -0.145     0.25     0.00      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  28 Cloverdle132  1  1  2 1.100 -0.059     0.40     0.00      0.0     0.0   132.0  0.0       0.0     0.0   0.0    0.0        0
  29 Bus 29    33  1  1  2 1.100 -0.038     0.60     0.00      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
  30 Bus 30    33  1  1  3 1.100  0.000     1.21     0.00      0.0     0.0    33.0  0.0       0.0     0.0   0.0    0.0        0
-999 
BRANCH DATA FOLLOWS                         41 ITEMS
   1    2  1  1 1 0  0.0000    0.2700      0.0528     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   1   10  1  1 1 0  0.0000    0.2020      0.0408     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   2    3  1  1 1 0  0.0000    0.3292      0.0368     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   2   22  1  1 1 0  0.0000    0.1790      0.0084     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   3    4  1  1 1 0  0.0000    0.3800      0.0418     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   3    5  1  1 1 0  0.0000    0.2087      0.0374     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   5    6  1  1 1 0  0.0000    0.4153      0.0090     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   5   13  1  1 1 0  0.0000    0.6027      0.0204     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   5   18  1  1 1 0  0.0000    0.3960      0.0170     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   6   13  1  1 1 0  0.0000    0.4533      0.0090     0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   7    8  1  1 1 1  0.0000    0.0680      0.0        0     0     0    0 0  0.978     0.0 0.0    0.0     0.0    0.0   0.0
   7   14  1  1 1 1  0.0000    0.2090      0.0        0     0     0    0 0  0.969     0.0 0.0    0.0     0.0    0.0   0.0
   8    9  1  1 1 0  0.0000    0.1292      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
   9   10  1  1 1 0  0.0000    0.2185      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  10   11  1  1 1 1  0.0000    0.1304      0.0        0     0     0    0 0  0.932     0.0 0.0    0.0     0.0    0.0   0.0
  10   12  1  1 1 0  0.0000    0.1997      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  11   12  1  1 1 0  0.0000    0.2559      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  11   16  1  1 1 0  0.0000    0.1987      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  11   23  1  1 1 0  0.0000    0.2560      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  11   25  1  1 1 0  0.0000    0.1400      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  14   15  1  1 1 0  0.0000    0.0845      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  14   17  1  1 1 0  0.0000    0.1100      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  14   19  1  1 1 0  0.0000    0.0749      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  14   21  1  1 1 0  0.0000    0.5560      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  14   22  1  1 1 0  0.0000    0.1499      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  15   16  1  1 1 0  0.0000    0.1932      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  17   21  1  1 1 0  0.0000    0.2080      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  17   26  1  1 1 0  0.0000    0.2080      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  18   21  1  1 1 0  0.0000    0.0599      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  18   27  1  1 1 0  0.0000    0.2000      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  19   22  1  1 1 0  0.0000    0.0236      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
  20   21  1  1 1 0  0.0000    0.0820      0.0        0     0     0    0 0  0.0       0.0 0.0    0.0     0.0    0.0   0.0
